,CCN,CODCNH,Nombre Centro,Dirección,Teléfono,Cód. Municipio,Municipio,Cód. Provincia,Provincia,Cód. CCAA,CCAA,Código Postal,CAMAS,Cód. Clase de Centro,Clase de Centro,Cód. Dep. Funcional,Dependencia Funcional,Forma parte Complejo,CODIDCOM,Nombre del Complejo,ALTA,Email
417,538000120,380282,Hospital Quirón Salud Costa Adeje,Urbanización San Eugenio S/N,922752626,380012,Adeje,38,Santa Cruz De Tenerife,5,Canarias,38660,62,C11,Hospitales Generales,20,Privados,N,,,N,admision.adj@quironsalud.es
418,538000121,380146,Hospital Universitario Hospiten Sur,Calle Av. Marítima 8,922750032,380064,Arona,38,Santa Cruz De Tenerife,5,Canarias,38660,242,C11,Hospitales Generales,20,Privados,N,,,N,sur@hospiten.com
419,538002380,380348,Hospital Del Sur,Calle Laderas Del Mojón S/N,922174740,380064,Arona,38,Santa Cruz De Tenerife,5,Canarias,38627,98,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,380012.0,Complejo Hospitalario Universitario Nuestra Señora De Candelaria,N,
420,538002290,380316,Hospital General De La Palma,Camino Cumbre (De La) 28,922 185 000;922185000,380086,Breña Alta,38,Santa Cruz De Tenerife,5,Canarias,38713,198,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerenhglp.scs@gobiernodecanarias.org
421,538002381,380337,Hospital Del Norte,Calle Gaviotas (Las) 22,922 678 061;922678061,380223,Icod de los Vinos,38,Santa Cruz De Tenerife,5,Canarias,38437,51,C13,Hospitales de media y larga estancia,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,380326.0,Complejo Hospitalario Universitario De Canarias,N,dirgerhuc.scs@gobiernodecanarias.org
422,538000115,380201,Clínica Vida,Calle Magnolias 2,922330550,380260,"Orotava, La",38,Santa Cruz De Tenerife,5,Canarias,38312,24,C11,Hospitales Generales,20,Privados,N,,,N,
423,538000126,380223,Hospital Universitario Hospiten Bellevue,Calle Alemania 4,922368822;922383551,380282,Puerto de la Cruz,38,Santa Cruz De Tenerife,5,Canarias,38400,199,C11,Hospitales Generales,20,Privados,N,,,N,bellevue@hospiten.es
424,538001821,380178,Hospital Universitario De Canarias,Carretera Cuesta Taco S/N,922678000,380239,San Cristóbal de La Laguna,38,Santa Cruz De Tenerife,5,Canarias,38320,681,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,380326.0,Complejo Hospitalario Universitario De Canarias,N,dirgerhuc.scs@gobiernodecanarias.org
425,538002289,380244,Hospital Nuestra Señora De Guadalupe,Calle Langrero S/N,922140219,380368,San Sebastián de la Gomera,38,Santa Cruz De Tenerife,5,Canarias,38800,40,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gersangom.scs@gobiernodecanarias.org
426,538001244,380064,Hospital San Juan De Dios Tenerife,Carretera Santa Cruz Laguna 53,922645511,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38009,135,C11,Hospitales Generales,22,Organizaciones No Gubernamentales,N,,,N,tenerife.admision@sjd.es
427,538000536,380086,Hospital Quirón Salud Tenerife,Calle Poeta Rodríguez Herrera 1,922270700,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38006,187,C11,Hospitales Generales,20,Privados,N,,,N,info.tenerife@quironsalud.es
428,538000373,380295,Hospital Universitario Hospiten Rambla,Rambla Santa Cruz 115,922291600,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38001,97,C11,Hospitales Generales,20,Privados,N,,,N,rambla@hospiten.com
429,538000130,380099,Vithas Hospital Santa Cruz,Calle Enrique Wolfson 8,922534733,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38006,62,C11,Hospitales Generales,20,Privados,N,,,N,infotenerife@vithas.es
430,538000116,380103,Hospital Parque,Calle Méndez Núñez 40-44,922274400,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38003,67,C11,Hospitales Generales,20,Privados,N,,,N,gerente@parquehospitales.es
431,538004244,380048,Hospital Psiquiátrico De Tenerife,Calle Domingo J Manrique 2,922678000,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38006,94,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,380326.0,Complejo Hospitalario Universitario De Canarias,N,
432,538004230,380033,Hospital Del Tórax,Calle Santa María Soledad 28,922602000,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38010,63,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,380012.0,Complejo Hospitalario Universitario Nuestra Señora De Candelaria,N,
433,538001932,380027,Hospital Universitario Nuestra Señora De Candelaria,Carretera Rosario (Del) 145,922602000,380380,Santa Cruz de Tenerife,38,Santa Cruz De Tenerife,5,Canarias,38010,839,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,380012.0,Complejo Hospitalario Universitario Nuestra Señora De Candelaria,N,mgalmarn@gobiernodecanarias.org
434,538000118,380359,Clínica Tara,Calle Casas Altas S/N,922563351,380435,Tacoronte,38,Santa Cruz De Tenerife,5,Canarias,38399,12,C190,Otros Centros con Internamiento,20,Privados,N,,,N,
435,538002288,380276,Hospital Insular Nuestra Señora De Los Reyes,Calle  Los Barriales 1,922 553 505;922553505,380488,Valverde,38,Santa Cruz De Tenerife,5,Canarias,38900,32,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerenciaseh.scs@gobiernodecanarias.org
436,639000456,390134,Hospital Comarcal De Laredo,Avenida Derechos Humanos S/N,942638500;942638502,390358,Laredo,39,Cantabria,6,Cantabria,39770,131,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerent.hlrd@scsalud.es
437,639000455,390152,Hospital Mompia,Avenida De Los Condes S/N,942584100;942584114,390731,Santa Cruz de Bezana,39,Cantabria,6,Cantabria,39108,105,C11,Hospitales Generales,20,Privados,N,,,N,administracion@clinicamompia.com
438,639000883,390041,Hospital Mutua Montañesa,Avenida Del Faro - Pintor Eduardo Sanz 19 BAJO,942204100;942204111,390759,Santander,39,Cantabria,6,Cantabria,39012,30,C12,Hospitales especializados,21,Mutuas Colaboradoras Con La Seguridad Social,N,,,N,t.usle@mutuamontanesa.es
439,639001300,390067,Centro Hospitalario Padre Menni,Avenida Cantabria 52,942390060;942391260,390759,Santander,39,Cantabria,6,Cantabria,39012,65,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,gerencia@mennisant.com
440,639000462,390054,Hospital Santa Clotilde,Calle General Dávila 35,942211678;942217711,390759,Santander,39,Cantabria,6,Cantabria,39006,127,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,hsclotilde.gerencia@hsjd.es
441,639000197,390015,Hospital Universitario Marques De Valdecilla,Avenida Valdecilla 25,942202520;942202560,390759,Santander,39,Cantabria,6,Cantabria,39008,923,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,dirger.humv@scsalud.es
442,639000989,390149,Hospital Sierrallana,Barrio Ganzo S/N,942847400,390876,Torrelavega,39,Cantabria,6,Cantabria,39300,301,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,secretaria.hsll@scsalud.es
443,740000780,400058,Unidad De Rehabilitación Psiquiátrica Nuestra Señora De La Fuencisla,Carretera De La Granja 7,921421800,401556,Palazuelos de Eresma,40,Segovia,7,Castilla Y León,40194,56,C14,Hospitales de salud mental y tratamiento de toxicomanías,5,Diputación O Cabildo,N,,,N,centrolafuencisla@dipsegovia.es
444,740000779,400045,Hospital Recoletas Segovia Nuestra Señora De La Misericordia,Calle Doctor Velasco 21-23,921460115,401945,Segovia,40,Segovia,7,Castilla Y León,40003,48,C11,Hospitales Generales,20,Privados,N,,,N,direccion.medica.hrsg@gruporecoletas.com
445,740000778,400019,Hospital General De Segovia (Complejo Asistencial De Segovia),Calle Luis Erik Claveria Neurólogo  S/N,921419100,401945,Segovia,40,Segovia,7,Castilla Y León,40002,381,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerente.gasse@saludcastillayleon.es
446,141000543,410227,Hospital El Tomillar,Carretera Alcalá-Dos Hermanas S/N,000000000,410042,Alcalá de Guadaíra,41,Sevilla,1,Andalucía,41500,80,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410303.0,Hospital Universitario Virgen De Valme,N,
447,141000556,410212,Residencia De Salud Mental Nuestra Señora Del Carmen,Avenida Rio Pudio S/N,954906671,410172,Bormujos,41,Sevilla,1,Andalucía,41930,54,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,rescudero@trajanoxxv.com
448,141000555,410353,Hospital San Juan De Dios Del Aljarafe,Avenida San Juan De Dios S/N,955050550,410172,Bormujos,41,Sevilla,1,Andalucía,41930,200,C11,Hospitales Generales,4,Otros Centros O Establecimientos Públicos De Dependencia Autonómica,N,,,N,
449,141001671,410375,Hospital  Vithas  Sevilla,Avenida Placido Fernández Viagas S/N,954464000,410299,Castilleja de la Cuesta,41,Sevilla,1,Andalucía,41950,148,C11,Hospitales Generales,20,Privados,N,,,N,aljarafe@hospitales.nisa.es
450,141002262,410397,Hospital De Alta Resolución Sierra Norte,Avenida Dr. Larrauri S/N,955889037,410331,Constantina,41,Sevilla,1,Andalucía,41450,8,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410299.0,Hospital Universitario Virgen Macarena,N,
451,141006854,410496,"Adinfa, Sociedad Cooperativa Andaluza",Calle María Jesús 3,607271338,410346,Coria del Río,41,Sevilla,1,Andalucía,41100,25,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,adinfa@adinfa.es
452,141006465,410432,Clínica De Salud Mental Miguel De Mañara,Calle Hermanos De La Cruz Blanca 1,954127033,410384,Dos Hermanas,41,Sevilla,1,Andalucía,41089,18,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,direccion@samuwellness.com
453,141001379,410233,Hospital San Agustín,"Calle Prolongación Doctor Fleming, Sector 13 S/N",955050570,410384,Dos Hermanas,41,Sevilla,1,Andalucía,41703,93,C11,Hospitales Generales,20,Privados,N,,,N,
454,141006017,410419,Hospital De Alta Resolución De Écija,Avenida Doctor Sánchez Malo 73,955879001,410397,Écija,41,Sevilla,1,Andalucía,41400,2,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410507.0,Hospital La Merced,N,
455,141006016,410454,Hospital De Alta Resolución De Lebrija,Avenida El Cuervo S/N,000000000,410536,Lebrija,41,Sevilla,1,Andalucía,41740,22,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410303.0,Hospital Universitario Virgen De Valme,N,
456,141000554,410248,Hospital De Alta Resolución De Morón De La Frontera,Plaza San Francisco S/N,954851008,410652,Morón de la Frontera,41,Sevilla,1,Andalucía,41530,12,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410303.0,Hospital Universitario Virgen De Valme,N,
457,141000540,410251,Hospital La Merced,Avenida De La Constitución 2,955077200,410687,Osuna,41,Sevilla,1,Andalucía,41640,225,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410507.0,Hospital La Merced,N,dgerencia.aso.sspa@juntadeandalucia.es
458,141000539,410107,Clínica Santa Isabel,Calle Luis Montoto 100,954919000,410917,Sevilla,41,Sevilla,1,Andalucía,41018,96,C11,Hospitales Generales,20,Privados,N,,,N,
459,141000553,410191,Clínica Nuestra Señora De Aránzazu,Calle Jesús Del Gran Poder 29,954382110,410917,Sevilla,41,Sevilla,1,Andalucía,41002,10,C190,Otros Centros con Internamiento,20,Privados,N,,,N,direccion@clinicaaranzazu.com
460,141000727,410135,Hospital Quironsalud Infanta Luisa,Calle San Jacinto 87,954330100,410917,Sevilla,41,Sevilla,1,Andalucía,41010,139,C11,Hospitales Generales,20,Privados,N,,,N,obdulio@infantaluisa.com
461,141000649,410483,Ita Clinic Bcn,Calle Vidrio 32,954633252,410917,Sevilla,41,Sevilla,1,Andalucía,41005,19,C190,Otros Centros con Internamiento,20,Privados,N,,,N,sevilla@centroabb.com
462,141000538,410074,Hospital Victoria Eugenia De La Cruz Roja Española,Avenida De La Cruz Roja 1,954352082,410917,Sevilla,41,Sevilla,1,Andalucía,41009,39,C11,Hospitales Generales,20,Privados,N,,,N,subdireccion@hospitalveugenia.com
463,141000536,410325,"Fremap, Hospital Y Centro De Rehabilitación De Sevilla",Avenida De Jerez S/N,954249102,410917,Sevilla,41,Sevilla,1,Andalucía,41014,102,C12,Hospitales especializados,20,Privados,N,,,N,
464,141000534,410114,Hospital Quironsalud Sagrado Corazón,Calle Rafael Salgado 3,954937676,410917,Sevilla,41,Sevilla,1,Andalucía,41013,147,C11,Hospitales Generales,20,Privados,N,,,N,
465,141000537,410129,Hospital Fátima,Glorieta De Méjico 1,954613300,410917,Sevilla,41,Sevilla,1,Andalucía,41012,73,C11,Hospitales Generales,20,Privados,N,,,N,info@hospitalfatima.es
466,141002499,410409,Hospital Viamed Santa Ángela De La Cruz,Avenida De Jerez 59,954032000,410917,Sevilla,41,Sevilla,1,Andalucía,41014,105,C11,Hospitales Generales,20,Privados,N,,,N,gpc@viamedsantaangeladelacruz.com
467,141000552,410080,Hospital San Juan De Dios De Sevilla,Avenida Eduardo Dato 42,954933870,410917,Sevilla,41,Sevilla,1,Andalucía,41005,47,C11,Hospitales Generales,20,Privados,N,,,N,sevilla2@sjd.es
468,141006243,410346,Hospital Psiquiátrico Penitenciario,"Carretera Torreblanca-Mairena Km. 3,5 S/N",955616666,410917,Sevilla,41,Sevilla,1,Andalucía,41007,184,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,director.sevillaps@dgip.mir.es
469,141000541,410021,Hospital Universitario Virgen De Valme,Avenida De Bellavista S/N,955015160,410917,Sevilla,41,Sevilla,1,Andalucía,41014,617,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410303.0,Hospital Universitario Virgen De Valme,N,hospitalvalme.sspa@juntadeandalucia.es
470,141006842,410476,Hospital De La  Mujer,Avenida Manuel Siurot S/N,955012720,410917,Sevilla,41,Sevilla,1,Andalucía,41013,221,C12,Hospitales especializados,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410286.0,Hospital Universitario Virgen Del Rocío,N,
471,141000551,410465,Hospital Infantil,Avenida Manuel Siurot S/N,000000000,410917,Sevilla,41,Sevilla,1,Andalucía,41013,134,C12,Hospitales especializados,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410286.0,Hospital Universitario Virgen Del Rocío,N,
472,141000550,410443,Hospital De Rehabilitación Y Traumatología Del H.U.  Virgen Del Rocío,Avenida Manuel Siurot S/N,000000000,410917,Sevilla,41,Sevilla,1,Andalucía,41013,295,C12,Hospitales especializados,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410286.0,Hospital Universitario Virgen Del Rocío,N,
473,141000547,410016,Hospital Universitario Virgen Del Rocío,Avenida Manuel Siurot S/N,955013466,410917,Sevilla,41,Sevilla,1,Andalucía,41013,628,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410286.0,Hospital Universitario Virgen Del Rocío,N,direcciongerencia.hvr.sspa@juntadeandalu
474,141000546,410055,Hospital San  Lázaro,Avenida Doctor Fedriani S/N,955017800,410917,Sevilla,41,Sevilla,1,Andalucía,41009,66,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410299.0,Hospital Universitario Virgen Macarena,N,
475,141000544,410042,Hospital Universitario Virgen Macarena,Avenida Doctor Fedriani 3,955008000,410917,Sevilla,41,Sevilla,1,Andalucía,41009,777,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410299.0,Hospital Universitario Virgen Macarena,N,secretariadireccionger.hvm.sspa@...
476,141006864,410205,Doctor Muñoz Cariñanos,Calle Sargento Manuel Olmo Sánchez 8,955013466,410917,Sevilla,41,Sevilla,1,Andalucía,41013,276,C12,Hospitales especializados,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410286.0,Hospital Universitario Virgen Del Rocío,N,
477,141001947,410386,Hospital De Alta Resolución De Utrera,Calle Brigadas Internacionales S/N,955839097,410956,Utrera,41,Sevilla,1,Andalucía,41710,14,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,410303.0,Hospital Universitario Virgen De Valme,N,secretaria.chare.utrera.sspa@juntadeanda
478,742001402,420051,Hospital Latorre,"Camino De Los Royales, 8 S/N",975950450,421736,Soria,42,Soria,7,Castilla Y León,42005,29,C11,Hospitales Generales,20,Privados,N,,,N,direccion@hospital-latorre.com
479,742000617,420011,Hospital Santa Bárbara (Complejo Asistencial De Soria),"Paseo De Santa Bárbara,  S/N",975234300,421736,Soria,42,Soria,7,Castilla Y León,42005,232,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,420040.0,Complejo Asistencial De Soria,N,gerente.hsor@saludcastillayleon.es
480,742000618,420026,Hospital Virgen Del Mirón (Complejo Asistencial De Soria),Carretera De Logroño 8,975220850,421736,Soria,42,Soria,7,Castilla Y León,42005,91,C13,Hospitales de media y larga estancia,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,420040.0,Complejo Asistencial De Soria,N,gerente.hsor@saludcastillayleon.es
481,943000772,430287,Unitat Polivalent En Salut Mental D'Amposta,Calle América 15,977338565,430141,Amposta,43,Tarragona,9,Cataluña,43870,127,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,fpmte@peremata.com
482,943000766,430252,Hospital Comarcal D'Amposta,Calle Jacint Verdaguer 11,977700050,430141,Amposta,43,Tarragona,9,Cataluña,43870,101,C11,Hospitales Generales,6,Municipio,N,,,N,jasaa@grupsagessa.cat
483,943000761,430081,Hospital Comarcal Mora D'Ebre,Calle Benet Messeguer S/N,977401863,430939,Móra d'Ebre,43,Tarragona,9,Cataluña,43740,120,C11,Hospitales Generales,8,Otras Entidades U Organismos Públicos,N,,,N,dtorras@grupsgs.com
484,943000751,430115,"Villablanca Serveis Assistencials, Si",Partida Bellisens S/N,977390011,431233,Reus,43,Tarragona,9,Cataluña,43205,350,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,rodriguezm@peremata.com
485,943000765,430249,Centre Sociosanitari Ciutat De Reus,Camino De Tarragona 10,977300021,431233,Reus,43,Tarragona,9,Cataluña,43204,85,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,info@stsgrup.org
486,943000752,430120,"Institut Pere Mata, S.A",Carretera De L'Institut Pere Mata S/N,977338565,431233,Reus,43,Tarragona,9,Cataluña,43206,727,C14,Hospitales de salud mental y tratamiento de toxicomanías,20,Privados,N,,,N,ipm@peremata.com
487,943000750,430108,Centre Mq Reus,Calle Antoni Gaudí 26,977010800,431233,Reus,43,Tarragona,9,Cataluña,43203,50,C11,Hospitales Generales,20,Privados,N,,,N,dadm.cmqr@grupsgs.com
488,943001036,430094,Hospital Universitari De Sant Joan De Reus,Avenida Josep Laporte 2,977310300,431233,Reus,43,Tarragona,9,Cataluña,43204,313,C11,Hospitales Generales,8,Otras Entidades U Organismos Públicos,N,,,N,abrunet@grupsgs.com
489,943000775,430300,Centre Sociosanitari I Residencia Assistida Salou,Avenida Pau Casals 4,977385403,439057,Salou,43,Tarragona,9,Cataluña,43840,45,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,salouassistencial@stsgrup.org
490,943000764,430213,Policlínica Comarcal Del Vendrell.,Avenida Santa Oliva 1-13,977660140,431401,Santa Oliva,43,Tarragona,9,Cataluña,43710,136,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,elvendrell@policlinicacomarcal.com
491,943000753,430069,Clínica Activa Mutua 2008,Calle Pin I Soler 12,977217900,431482,Tarragona,43,Tarragona,9,Cataluña,43002,22,C12,Hospitales especializados,21,Mutuas Colaboradoras Con La Seguridad Social,N,,,N,tcabre@activamutua.es
492,943000755,430017,Hospital Universitari Joan (No hay sugerencias) De Tarragona,Calle Doctor Mallafre Guasch 4,977295800,431482,Tarragona,43,Tarragona,9,Cataluña,43007,372,C11,Hospitales Generales,20,Privados,N,,,N,rramon@hjxxiii.scs.es / hospital@hj23.es
493,943000777,430322,Residencia Santa Tecla Ponent,Calle Menorca 26,977540678,431482,Tarragona,43,Tarragona,9,Cataluña,43006,70,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,megarcia@xarxatecla.cat
494,943000769,430265,Centre Sociosanitari Llevant,Calle Joan Fuster Ortells S/N,977239412,431482,Tarragona,43,Tarragona,9,Cataluña,43007,60,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,jmadsera@sv.ftecla.es
495,943000757,430056,Hospital Viamed Monegal,Calle López Peláez 15-17,977225012,431482,Tarragona,43,Tarragona,9,Cataluña,43002,53,C11,Hospitales Generales,20,Privados,N,,,N,cecilia.gras@viamedmonegal.com
496,943000754,430043,Hospital De Sant Pau I Santa Tecla,Rambla Vella 14,977259900,431482,Tarragona,43,Tarragona,9,Cataluña,43003,186,C11,Hospitales Generales,20,Privados,N,,,N,gloria@sv.ftecla.es
497,943000756,430022,Hospital Sociosanitari Francoli,Calle Doctor Mallafre Guasch S/N,977232714,431482,Tarragona,43,Tarragona,9,Cataluña,43005,156,C13,Hospitales de media y larga estancia,8,Otras Entidades U Organismos Públicos,N,,,N,
498,943000758,430173,Hospital De La Santa Creu,Paseo Mossen Valls Bartomeu 1,977500533,431554,Tortosa,43,Tarragona,9,Cataluña,43590,250,C13,Hospitales de media y larga estancia,6,Municipio,N,,,N,lopd@grupsagessa.com
499,943000759,430189,Clínica Terres De L'Ebre,Plaza Joaquim  Bau 6-8,977588200,431554,Tortosa,43,Tarragona,9,Cataluña,43500,40,C11,Hospitales Generales,6,Municipio,N,,,N,clinicatortosa@grupsagessa.cat
500,943000760,430167,Hospital De Tortosa Vergé De La Cinta,Calle Esplanetes . 44,977519100,431554,Tortosa,43,Tarragona,9,Cataluña,43500,248,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,htvc@tinet.fut.es
501,943000762,430228,Pius Hospital De Valls,Plaza Sant Francesc S/N,977613000,431613,Valls,43,Tarragona,9,Cataluña,43800,142,C11,Hospitales Generales,20,Privados,N,,,N,mclofent@piushospital.org
502,943000763,430234,Residencia Alt Camp,Camino Del Bosc S/N,977600292,431613,Valls,43,Tarragona,9,Cataluña,43800,50,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,residenciaaltcamp@piushospital.cat
503,943000771,430298,Hospital Del Vendrell,Carretera N-340 1193,977257900,431634,"Vendrell, El",43,Tarragona,9,Cataluña,43700,120,C11,Hospitales Generales,20,Privados,N,,,N,marenas@xarxatecla.cat
504,943000770,430276,Residencia Vila-Seca,Calle Requet De Félix 35,977395825,431711,Vila-seca,43,Tarragona,9,Cataluña,43480,35,C13,Hospitales de media y larga estancia,20,Privados,N,,,N,mutuam@mutuam.com
505,244000001,440048,Hospital De Alcañiz,Calle Doctor Repolles 2,978830100,440131,Alcañiz,44,Teruel,2,Aragón,44600,145,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,cdg.halcanniz@salud.aragon.es
506,244000003,440027,Hospital De San José,Avenida Zaragoza 16,978654070,442160,Teruel,44,Teruel,2,Aragón,44001,50,C13,Hospitales de media y larga estancia,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
507,244000004,440033,Centro De Rehabilitación Psicosocial San Juan De Dios,Avenida Zaragoza 10-14,978654040,442160,Teruel,44,Teruel,2,Aragón,44001,150,C14,Hospitales de salud mental y tratamiento de toxicomanías,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,hpsiquiteruel@aragon.es
508,244000002,440012,Hospital Obispo Polanco,Avenida Ruiz Jarabo S/N,978654000,442160,Teruel,44,Teruel,2,Aragón,44002,211,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
509,845000006,450089,Hospital Parque Marazuela,Avenida De Extremadura 5,925815281,451650,Talavera de la Reina,45,Toledo,8,Castilla-La Mancha,45600,15,C11,Hospitales Generales,20,Privados,N,,,N,puceda@clinicamarazuela.com
510,845000810,450067,Hospital General Nuestra Señora Del Prado,Carretera Madrid KM 114,925803600,451650,Talavera de la Reina,45,Toledo,8,Castilla-La Mancha,45600,312,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,
511,845000713,450113,Hospital San José Solimat,Calle San Pedro El Verde 35,925215267,451685,Toledo,45,Toledo,8,Castilla-La Mancha,45004,10,C11,Hospitales Generales,21,Mutuas Colaboradoras Con La Seguridad Social,N,,,N,
512,845000584,450122,Hospital Quironsalud Toledo,Calle Urbanización Tres Culturas S/N,925266100,451685,Toledo,45,Toledo,8,Castilla-La Mancha,45005,78,C11,Hospitales Generales,20,Privados,N,,,N,josecarlos.mellado@quironsalud.es
513,845000027,450133,Centro De Tratamiento De Drogodependientes El Alba,"Carretera Puebla De Montalbán KM. 3,6",925216154,451685,Toledo,45,Toledo,8,Castilla-La Mancha,45071,30,C14,Hospitales de salud mental y tratamiento de toxicomanías,4,Otros Centros O Establecimientos Públicos De Dependencia Autonómica,N,,,N,
514,845000812,450036,Hospital Nacional De Parapléjicos,Calle Finca De La Peraleda S/N,925247700,451685,Toledo,45,Toledo,8,Castilla-La Mancha,45071,210,C12,Hospitales especializados,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,gerencia.hnp@sescam.jccm.es
515,845000704,450020,Hospital Geriátrico Virgen Del Valle,Carretera Cobisa S/N,925269300,451685,Toledo,45,Toledo,8,Castilla-La Mancha,45004,155,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,450092.0,Complejo Hospitalario De Toledo,N,
516,845000003,450041,Hospital Provincial Ntra. Sra. De La Misericordia,Calle San Servando S/N,925259350,451685,Toledo,45,Toledo,8,Castilla-La Mancha,45006,40,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,450092.0,Complejo Hospitalario De Toledo,N,enavasa@sescam.jccm.es
517,845002598,450144,Hospital Universitario De Toledo (Hut),Avenida Rio Guadiana S/N,925269200,451685,Toledo,45,Toledo,8,Castilla-La Mancha,45007,864,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,S,450092.0,Complejo Hospitalario De Toledo,N,
518,1046000423,460351,Hospital Universitario De La Ribera,Carretera Corbera 1,962458100;962458234,460174,Alzira,46,Valencia,10,Comunidad Valenciana,46600,364,C11,Hospitales Generales,2,Servicios E Institutos De Salud De Las Comunidades Autónomas,N,,,N,benavent_mpi@gva.es
519,1046000629,460168,Hospital Psiquiátrico Provincial,Carretera Burjassot - Torres  KM 9,961699080;963882649,460706,Bétera,46,Valencia,10,Comunidad Valenciana,46117,30,C14,Hospitales de salud mental y tratamiento de toxicomanías,5,Diputación O Cabildo,N,,,N,gabinetebs@dival.es
